user_id,item_id,rating,movie_name
592,258,5,Contact (1997)
676,748,4,"Saint, The (1997)"
42,1042,3,Just Cause (1995)
843,175,4,Brazil (1985)
642,794,4,It Could Happen to You (1994)
805,890,3,Mortal Kombat: Annihilation (1997)
129,313,3,Titanic (1997)
452,781,3,French Kiss (1995)
395,338,4,Bean (1997)
707,13,4,Mighty Aphrodite (1995)
399,444,1,"Blob, The (1958)"
201,448,3,"Omen, The (1976)"
479,609,5,Father of the Bride (1950)
84,756,3,Father of the Bride Part II (1995)
239,114,3,Wallace & Gromit: The Best of Aardman Animation (1996)
44,678,3,Volcano (1997)
294,597,3,Eraser (1996)
491,284,3,Tin Cup (1996)
435,50,5,Star Wars (1977)
840,166,5,Manon of the Spring (Manon des sources) (1986)
117,214,5,Pink Floyd - The Wall (1982)
357,928,4,"Craft, The (1996)"
763,195,4,"Terminator, The (1984)"
194,29,2,Batman Forever (1995)
664,518,4,Miller's Crossing (1990)
642,1023,3,Fathers' Day (1997)
592,259,2,George of the Jungle (1997)
484,153,5,"Fish Called Wanda, A (1988)"
897,402,5,Ghost (1990)
542,433,3,Heathers (1989)
299,300,4,Air Force One (1997)
363,387,1,"Age of Innocence, The (1993)"
104,257,4,Men in Black (1997)
655,1063,3,"Little Princess, A (1995)"
185,480,4,North by Northwest (1959)
559,520,5,"Great Escape, The (1963)"
921,1032,5,Little Big League (1994)
7,448,3,"Omen, The (1976)"
655,1012,3,Private Parts (1997)
197,174,5,Raiders of the Lost Ark (1981)
258,310,5,"Rainmaker, The (1997)"
77,28,5,Apollo 13 (1995)
168,678,1,Volcano (1997)
760,237,3,Jerry Maguire (1996)
395,21,3,Muppet Treasure Island (1996)
896,73,3,Maverick (1994)
59,211,5,M*A*S*H (1970)
826,190,3,Henry V (1989)
712,71,5,"Lion King, The (1994)"
844,511,3,Lawrence of Arabia (1962)
654,82,5,Jurassic Park (1993)
804,675,3,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
933,232,1,Young Guns (1988)
504,223,5,Sling Blade (1996)
354,435,4,Butch Cassidy and the Sundance Kid (1969)
428,334,4,U Turn (1997)
916,72,3,"Mask, The (1994)"
7,275,4,Sense and Sensibility (1995)
347,432,4,Fantasia (1940)
247,50,5,Star Wars (1977)
887,501,4,Dumbo (1941)
540,15,3,Mr. Holland's Opus (1995)
109,739,4,Pretty Woman (1990)
393,317,4,In the Name of the Father (1993)
145,236,1,Citizen Ruth (1996)
650,229,2,Star Trek III: The Search for Spock (1984)
922,257,4,Men in Black (1997)
379,164,4,"Abyss, The (1989)"
106,70,3,Four Weddings and a Funeral (1994)
924,71,5,"Lion King, The (1994)"
85,205,4,Patton (1970)
188,234,4,Jaws (1975)
82,435,5,Butch Cassidy and the Sundance Kid (1969)
457,204,5,Back to the Future (1985)
883,796,3,Speechless (1994)
566,384,3,Naked Gun 33 1/3: The Final Insult (1994)
708,819,3,Eddie (1996)
13,546,3,Broken Arrow (1996)
130,258,4,Contact (1997)
295,88,4,Sleepless in Seattle (1993)
872,845,3,That Thing You Do! (1996)
404,269,4,"Full Monty, The (1997)"
10,519,5,"Treasure of the Sierra Madre, The (1948)"
233,234,4,Jaws (1975)
897,227,3,Star Trek VI: The Undiscovered Country (1991)
711,95,4,Aladdin (1992)
174,80,1,Hot Shots! Part Deux (1993)
806,98,4,"Silence of the Lambs, The (1991)"
243,1,4,Toy Story (1995)
863,1243,4,Night Flier (1997)
439,285,5,Secrets & Lies (1996)
296,282,4,"Time to Kill, A (1996)"
449,1009,4,Stealing Beauty (1996)
663,47,4,Ed Wood (1994)
643,163,4,"Return of the Pink Panther, The (1974)"
82,73,4,Maverick (1994)
85,121,2,Independence Day (ID4) (1996)
11,365,3,Powder (1995)
798,231,2,Batman Returns (1992)
936,106,3,Diabolique (1996)
72,97,4,Dances with Wolves (1990)
516,357,3,One Flew Over the Cuckoo's Nest (1975)
429,662,3,Somewhere in Time (1980)
41,286,4,"English Patient, The (1996)"
901,578,3,Demolition Man (1993)
764,1057,1,"Pallbearer, The (1996)"
148,501,4,Dumbo (1941)
49,143,3,"Sound of Music, The (1965)"
222,762,3,Beautiful Girls (1996)
930,288,1,Scream (1996)
178,410,4,Kingpin (1996)
932,1205,5,"Secret Agent, The (1996)"
58,89,3,Blade Runner (1982)
890,118,2,Twister (1996)
269,52,4,"Madness of King George, The (1994)"
435,609,4,Father of the Bride (1950)
85,86,4,"Remains of the Day, The (1993)"
591,428,4,Harold and Maude (1971)
486,6,4,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
716,181,4,Return of the Jedi (1983)
452,99,3,Snow White and the Seven Dwarfs (1937)
109,475,1,Trainspotting (1996)
161,654,3,Chinatown (1974)
710,340,4,Boogie Nights (1997)
347,127,5,"Godfather, The (1972)"
757,203,5,Unforgiven (1992)
312,485,4,My Fair Lady (1964)
345,237,4,Jerry Maguire (1996)
379,135,4,2001: A Space Odyssey (1968)
889,1079,2,Joe's Apartment (1996)
913,531,2,Shine (1996)
429,277,4,Restoration (1995)
288,182,4,GoodFellas (1990)
892,739,4,Pretty Woman (1990)
589,289,3,Evita (1996)
450,170,5,Cinema Paradiso (1988)
363,65,4,What's Eating Gilbert Grape (1993)
350,258,3,Contact (1997)
279,721,5,Mallrats (1995)
184,7,3,Twelve Monkeys (1995)
379,736,4,Shadowlands (1993)
828,322,3,Murder at 1600 (1997)
840,215,4,Field of Dreams (1989)
401,235,1,Mars Attacks! (1996)
516,582,5,"Piano, The (1993)"
806,511,5,Lawrence of Arabia (1962)
249,479,5,Vertigo (1958)
223,143,4,"Sound of Music, The (1965)"
889,29,3,Batman Forever (1995)
459,336,2,Playing God (1997)
295,230,4,Star Trek IV: The Voyage Home (1986)
532,655,5,Stand by Me (1986)
724,1617,1,Hugo Pool (1997)
326,616,5,Night of the Living Dead (1968)
627,226,1,Die Hard 2 (1990)
878,732,4,Dave (1993)
620,699,5,Little Women (1994)
274,211,5,M*A*S*H (1970)
732,289,3,Evita (1996)
248,153,3,"Fish Called Wanda, A (1988)"
624,323,2,Dante's Peak (1997)
198,143,3,"Sound of Music, The (1965)"
201,217,3,Bram Stoker's Dracula (1992)
457,483,5,Casablanca (1942)
799,258,5,Contact (1997)
117,257,5,Men in Black (1997)
178,1038,2,Switchback (1997)
235,1119,3,Some Kind of Wonderful (1987)
454,252,2,"Lost World: Jurassic Park, The (1997)"
825,919,1,"City of Lost Children, The (1995)"
934,315,4,Apt Pupil (1998)
389,1197,3,"Family Thing, A (1996)"
328,117,4,"Rock, The (1996)"
237,494,4,His Girl Friday (1940)
148,596,5,"Hunchback of Notre Dame, The (1996)"
393,54,4,Outbreak (1995)
684,722,2,Nine Months (1995)
896,752,1,"Replacement Killers, The (1998)"
771,4,1,Get Shorty (1995)
447,201,2,Evil Dead II (1987)
130,742,5,Ransom (1996)
21,930,1,Chain Reaction (1996)
101,815,3,One Fine Day (1996)
286,202,4,Groundhog Day (1993)
654,100,1,Fargo (1996)
661,69,4,Forrest Gump (1994)
717,280,4,Up Close and Personal (1996)
43,102,4,"Aristocats, The (1970)"
506,1244,2,Metro (1997)
506,281,3,"River Wild, The (1994)"
451,333,5,"Game, The (1997)"
776,217,4,Bram Stoker's Dracula (1992)
87,238,3,Raising Arizona (1987)
450,183,4,Alien (1979)
332,660,3,Fried Green Tomatoes (1991)
168,291,4,Absolute Power (1997)
170,292,5,Rosewood (1997)
399,684,3,In the Line of Fire (1993)
104,126,4,"Spitfire Grill, The (1996)"
145,328,5,Conspiracy Theory (1997)
500,996,1,"Big Green, The (1995)"
199,408,5,"Close Shave, A (1995)"
298,603,5,Rear Window (1954)
892,134,5,Citizen Kane (1941)
835,143,5,"Sound of Music, The (1965)"
198,81,5,"Hudsucker Proxy, The (1994)"
751,269,5,"Full Monty, The (1997)"
500,762,4,Beautiful Girls (1996)
766,527,5,Gandhi (1982)
624,748,3,"Saint, The (1997)"
886,81,4,"Hudsucker Proxy, The (1994)"
141,288,3,Scream (1996)
286,771,2,Johnny Mnemonic (1995)
669,614,4,Giant (1956)
406,282,3,"Time to Kill, A (1996)"
87,232,3,Young Guns (1988)
854,1014,3,Romy and Michele's High School Reunion (1997)
329,81,2,"Hudsucker Proxy, The (1994)"
911,479,5,Vertigo (1958)
332,11,5,Seven (Se7en) (1995)
328,289,4,Evita (1996)
647,136,5,Mr. Smith Goes to Washington (1939)
897,172,4,"Empire Strikes Back, The (1980)"
24,117,4,"Rock, The (1996)"
655,1069,1,Amateur (1994)
665,1040,4,Two if by Sea (1996)
122,1268,2,Bitter Moon (1992)
683,887,4,Eve's Bayou (1997)
52,1011,4,2 Days in the Valley (1996)
262,15,3,Mr. Holland's Opus (1995)
12,161,5,Top Gun (1986)
304,328,3,Conspiracy Theory (1997)
417,264,2,Mimic (1997)
321,615,5,"39 Steps, The (1935)"
201,654,3,Chinatown (1974)
286,164,3,"Abyss, The (1989)"
374,1046,5,Malice (1993)
834,300,3,Air Force One (1997)
934,972,3,Passion Fish (1992)
521,651,3,Glory (1989)
896,98,5,"Silence of the Lambs, The (1991)"
78,255,4,My Best Friend's Wedding (1997)
922,63,3,"Santa Clause, The (1994)"
405,1423,1,"Walking Dead, The (1995)"
648,254,3,Batman & Robin (1997)
339,546,4,Broken Arrow (1996)
450,647,4,Ran (1985)
788,483,5,Casablanca (1942)
406,98,4,"Silence of the Lambs, The (1991)"
890,436,3,"American Werewolf in London, An (1981)"
766,675,3,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
92,717,3,"Juror, The (1996)"
786,423,5,E.T. the Extra-Terrestrial (1982)
201,436,3,"American Werewolf in London, An (1981)"
152,98,2,"Silence of the Lambs, The (1991)"
747,174,5,Raiders of the Lost Ark (1981)
450,497,5,Bringing Up Baby (1938)
912,496,4,It's a Wonderful Life (1946)
60,218,4,Cape Fear (1991)
54,298,4,Face/Off (1997)
663,827,2,Daylight (1996)
733,1658,3,"Substance of Fire, The (1996)"
406,431,3,Highlander (1986)
554,527,4,Gandhi (1982)
393,769,4,Congo (1995)
650,286,3,"English Patient, The (1996)"
83,356,4,"Client, The (1994)"
524,1074,2,Reality Bites (1994)
222,1057,4,"Pallbearer, The (1996)"
195,143,5,"Sound of Music, The (1965)"
892,432,4,Fantasia (1940)
557,739,3,Pretty Woman (1990)
878,921,4,Farewell My Concubine (1993)
387,547,4,"Young Poisoner's Handbook, The (1995)"
532,559,5,Interview with the Vampire (1994)
625,213,4,"Room with a View, A (1986)"
38,1034,1,"Quest, The (1996)"
357,825,3,"Arrival, The (1996)"
770,282,5,"Time to Kill, A (1996)"
469,610,4,Gigi (1958)
222,218,5,Cape Fear (1991)
94,700,2,Miami Rhapsody (1995)
145,926,3,Down Periscope (1996)
455,2,4,GoldenEye (1995)
704,50,5,Star Wars (1977)
450,750,3,Amistad (1997)
685,289,2,Evita (1996)
884,268,4,Chasing Amy (1997)
495,208,5,Young Frankenstein (1974)
225,136,5,Mr. Smith Goes to Washington (1939)
907,402,5,Ghost (1990)
650,290,2,Fierce Creatures (1997)
393,392,4,"Man Without a Face, The (1993)"
551,198,5,Nikita (La Femme Nikita) (1990)
867,276,1,Leaving Las Vegas (1995)
65,1044,3,"Paper, The (1994)"
887,378,5,Miracle on 34th Street (1994)
507,245,5,"Devil's Own, The (1997)"
385,283,2,Emma (1996)
851,307,4,"Devil's Advocate, The (1997)"
243,531,4,Shine (1996)
466,24,4,Rumble in the Bronx (1995)
608,735,4,Philadelphia (1993)
187,179,5,"Clockwork Orange, A (1971)"
374,526,4,Ben-Hur (1959)
846,510,4,"Magnificent Seven, The (1954)"
49,774,2,"Prophecy, The (1995)"
222,231,2,Batman Returns (1992)
592,952,4,Blue in the Face (1995)
178,625,3,"Sword in the Stone, The (1963)"
588,1058,2,"War, The (1994)"
42,606,3,All About Eve (1950)
44,755,3,Jumanji (1995)
747,269,4,"Full Monty, The (1997)"
313,519,5,"Treasure of the Sierra Madre, The (1948)"
506,323,3,Dante's Peak (1997)
76,200,5,"Shining, The (1980)"
221,24,5,Rumble in the Bronx (1995)
61,751,3,Tomorrow Never Dies (1997)
758,231,3,Batman Returns (1992)
24,238,5,Raising Arizona (1987)
556,286,4,"English Patient, The (1996)"
385,658,2,Pump Up the Volume (1990)
217,210,4,Indiana Jones and the Last Crusade (1989)
479,111,4,"Truth About Cats & Dogs, The (1996)"
716,203,4,Unforgiven (1992)
234,472,2,Dragonheart (1996)
104,840,1,Last Man Standing (1996)
87,728,4,Junior (1994)
363,435,3,Butch Cassidy and the Sundance Kid (1969)
593,125,4,Phenomenon (1996)
279,1411,3,Barbarella (1968)
151,1269,5,Love in the Afternoon (1957)
301,686,4,"Perfect World, A (1993)"
314,93,1,Welcome to the Dollhouse (1995)
773,567,2,Wes Craven's New Nightmare (1994)
862,520,4,"Great Escape, The (1963)"
189,44,4,Dolores Claiborne (1994)
353,245,4,"Devil's Own, The (1997)"
195,46,3,Exotica (1994)
59,229,3,Star Trek III: The Search for Spock (1984)
655,228,3,Star Trek: The Wrath of Khan (1982)
397,181,4,Return of the Jedi (1983)
343,276,5,Leaving Las Vegas (1995)
527,96,4,Terminator 2: Judgment Day (1991)
682,546,3,Broken Arrow (1996)
234,79,3,"Fugitive, The (1993)"
195,1193,4,Before the Rain (Pred dozhdot) (1994)
92,210,4,Indiana Jones and the Last Crusade (1989)
786,172,5,"Empire Strikes Back, The (1980)"
319,261,3,Air Bud (1997)
58,64,5,"Shawshank Redemption, The (1994)"
825,111,3,"Truth About Cats & Dogs, The (1996)"
429,419,4,Mary Poppins (1964)
198,237,2,Jerry Maguire (1996)
256,387,4,"Age of Innocence, The (1993)"
234,808,2,"Program, The (1993)"
761,326,1,G.I. Jane (1997)
228,288,4,Scream (1996)
234,202,3,Groundhog Day (1993)
920,270,3,Gattaca (1997)
391,127,5,"Godfather, The (1972)"
518,273,5,Heat (1995)
395,892,3,Flubber (1997)
251,281,4,"River Wild, The (1994)"
896,450,1,Star Trek V: The Final Frontier (1989)
18,45,5,Eat Drink Man Woman (1994)
288,286,4,"English Patient, The (1996)"
369,114,5,Wallace & Gromit: The Best of Aardman Animation (1996)
710,302,4,L.A. Confidential (1997)
711,250,2,"Fifth Element, The (1997)"
346,29,4,Batman Forever (1995)
749,546,3,Broken Arrow (1996)
933,940,1,Airheads (1994)
179,751,1,Tomorrow Never Dies (1997)
542,744,2,Michael Collins (1996)
844,1099,2,"Red Firecracker, Green Firecracker (1994)"
588,275,3,Sense and Sensibility (1995)
627,939,3,Murder in the First (1995)
301,702,4,Barcelona (1994)
711,218,4,Cape Fear (1991)
860,312,4,Midnight in the Garden of Good and Evil (1997)
47,258,4,Contact (1997)
852,841,4,"Glimmer Man, The (1996)"
617,488,4,Sunset Blvd. (1950)
537,265,3,"Hunt for Red October, The (1990)"
303,1048,4,She's the One (1996)
236,196,1,Dead Poets Society (1989)
348,406,4,Thinner (1996)
236,151,2,Willy Wonka and the Chocolate Factory (1971)
339,549,4,Rob Roy (1995)
787,304,4,Fly Away Home (1996)
245,473,2,James and the Giant Peach (1996)
204,12,4,"Usual Suspects, The (1995)"
402,255,4,My Best Friend's Wedding (1997)
699,112,3,Flipper (1996)
303,22,5,Braveheart (1995)
334,846,3,To Gillian on Her 37th Birthday (1996)
892,380,4,Star Trek: Generations (1994)
115,273,4,Heat (1995)
606,180,4,Apocalypse Now (1979)
6,459,2,"Cry, the Beloved Country (1995)"
264,675,4,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
567,1204,5,To Be or Not to Be (1942)
287,941,3,With Honors (1994)
936,300,3,Air Force One (1997)
567,168,5,Monty Python and the Holy Grail (1974)
585,1323,3,"Wooden Man's Bride, The (Wu Kui) (1994)"
235,192,4,Raging Bull (1980)
190,826,3,"Phantom, The (1996)"
848,318,5,Schindler's List (1993)
334,433,5,Heathers (1989)
734,465,4,"Jungle Book, The (1994)"
843,482,2,Some Like It Hot (1959)
85,715,4,To Die For (1995)
60,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
454,55,2,"Professional, The (1994)"
846,28,5,Apollo 13 (1995)
806,117,2,"Rock, The (1996)"
862,177,4,"Good, The Bad and The Ugly, The (1966)"
55,1016,1,Con Air (1997)
640,689,4,"Jackal, The (1997)"
537,469,3,Short Cuts (1993)
271,4,5,Get Shorty (1995)
645,243,1,Jungle2Jungle (1997)
545,403,5,Batman (1989)
796,660,5,Fried Green Tomatoes (1991)
13,800,1,In the Mouth of Madness (1995)
271,549,4,Rob Roy (1995)
647,197,5,"Graduate, The (1967)"
342,1315,1,Inventing the Abbotts (1997)
286,405,3,Mission: Impossible (1996)
254,97,5,Dances with Wolves (1990)
568,56,4,Pulp Fiction (1994)
38,447,5,Carrie (1976)
6,208,4,Young Frankenstein (1974)
72,480,5,North by Northwest (1959)
758,33,4,Desperado (1995)
380,630,2,"Great Race, The (1965)"
145,696,3,City Hall (1996)
764,1221,4,When a Man Loves a Woman (1994)
745,10,5,Richard III (1995)
760,723,2,Boys on the Side (1995)
648,133,4,Gone with the Wind (1939)
886,663,4,Being There (1979)
790,660,3,Fried Green Tomatoes (1991)
798,181,5,Return of the Jedi (1983)
387,174,5,Raiders of the Lost Ark (1981)
311,651,4,Glory (1989)
293,956,3,Nobody's Fool (1994)
223,993,4,Hercules (1997)
474,649,4,Once Upon a Time in America (1984)
751,434,4,Forbidden Planet (1956)
158,433,3,Heathers (1989)
455,159,3,Basic Instinct (1992)
556,268,4,Chasing Amy (1997)
92,120,2,Striptease (1996)
608,421,5,William Shakespeare's Romeo and Juliet (1996)
44,591,4,Primal Fear (1996)
143,307,4,"Devil's Advocate, The (1997)"
185,216,4,When Harry Met Sally... (1989)
18,423,5,E.T. the Extra-Terrestrial (1982)
21,741,3,"Last Supper, The (1995)"
338,213,5,"Room with a View, A (1986)"
776,193,3,"Right Stuff, The (1983)"
92,307,4,"Devil's Advocate, The (1997)"
308,129,5,Bound (1996)
416,174,5,Raiders of the Lost Ark (1981)
708,121,3,Independence Day (ID4) (1996)
565,190,5,Henry V (1989)
450,566,4,Clear and Present Danger (1994)
128,186,5,"Blues Brothers, The (1980)"
489,264,4,Mimic (1997)
154,333,3,"Game, The (1997)"
896,128,4,Supercop (1992)
588,42,5,Clerks (1994)
416,959,5,Dazed and Confused (1993)
244,169,5,"Wrong Trousers, The (1993)"
741,174,5,Raiders of the Lost Ark (1981)
896,542,3,Pocahontas (1995)
311,1050,3,"Ghost and Mrs. Muir, The (1947)"
480,527,4,Gandhi (1982)
330,205,3,Patton (1970)
244,9,5,Dead Man Walking (1995)
936,108,4,Kids in the Hall: Brain Candy (1996)
393,223,4,Sling Blade (1996)
118,171,5,Delicatessen (1991)
524,481,4,"Apartment, The (1960)"
760,604,4,It Happened One Night (1934)
438,9,4,Dead Man Walking (1995)
454,316,4,As Good As It Gets (1997)
806,29,4,Batman Forever (1995)
405,57,1,Priest (1994)
387,20,4,Angels and Insects (1995)
122,382,3,"Adventures of Priscilla, Queen of the Desert, The (1994)"
407,209,5,This Is Spinal Tap (1984)
299,479,4,Vertigo (1958)
416,182,4,GoodFellas (1990)
331,811,4,Thirty-Two Short Films About Glenn Gould (1993)
13,279,5,Once Upon a Time... When We Were Colored (1995)
327,603,4,Rear Window (1954)
122,1045,4,Fearless (1993)
437,614,5,Giant (1956)
758,163,5,"Return of the Pink Panther, The (1974)"
541,1053,3,Now and Then (1995)
290,429,4,"Day the Earth Stood Still, The (1951)"
339,649,5,Once Upon a Time in America (1984)
293,7,3,Twelve Monkeys (1995)
98,745,3,"Ruling Class, The (1972)"
410,289,1,Evita (1996)
478,96,2,Terminator 2: Judgment Day (1991)
374,48,5,Hoop Dreams (1994)
416,295,5,Breakdown (1997)
81,1047,3,Multiplicity (1996)
435,73,3,Maverick (1994)
514,405,2,Mission: Impossible (1996)
741,1041,4,Forget Paris (1995)
307,204,3,Back to the Future (1985)
249,300,4,Air Force One (1997)
911,484,3,"Maltese Falcon, The (1941)"
478,427,4,To Kill a Mockingbird (1962)
524,410,2,Kingpin (1996)
480,510,4,"Magnificent Seven, The (1954)"
551,313,4,Titanic (1997)
892,1219,2,"Goofy Movie, A (1995)"
20,568,4,Speed (1994)
311,100,1,Fargo (1996)
206,1127,4,"Truman Show, The (1998)"
312,14,5,"Postino, Il (1994)"
184,1160,5,Love! Valour! Compassion! (1997)
393,5,3,Copycat (1995)
35,877,2,Excess Baggage (1997)
279,685,3,Executive Decision (1996)
270,546,4,Broken Arrow (1996)
406,521,3,"Deer Hunter, The (1978)"
870,50,3,Star Wars (1977)
429,283,3,Emma (1996)
13,764,2,If Lucy Fell (1996)
747,111,4,"Truth About Cats & Dogs, The (1996)"
221,298,4,Face/Off (1997)
334,98,4,"Silence of the Lambs, The (1991)"
530,237,4,Jerry Maguire (1996)
405,540,1,Money Train (1995)
608,11,5,Seven (Se7en) (1995)
405,516,1,Local Hero (1983)
435,155,3,Dirty Dancing (1987)
267,233,4,Under Siege (1992)
656,245,1,"Devil's Own, The (1997)"
925,185,4,Psycho (1960)
773,1097,4,"Hate (Haine, La) (1995)"
286,707,5,Enchanted April (1991)
829,10,3,Richard III (1995)
787,748,4,"Saint, The (1997)"
728,147,4,"Long Kiss Goodnight, The (1996)"
457,44,4,Dolores Claiborne (1994)
442,746,3,Real Genius (1985)
889,219,2,"Nightmare on Elm Street, A (1984)"
166,322,5,Murder at 1600 (1997)
638,511,3,Lawrence of Arabia (1962)
600,184,3,Army of Darkness (1993)
354,661,4,High Noon (1952)
146,346,4,Jackie Brown (1997)
702,259,3,George of the Jungle (1997)
158,194,5,"Sting, The (1973)"
815,1299,3,Penny Serenade (1941)
342,478,3,"Philadelphia Story, The (1940)"
616,313,5,Titanic (1997)
465,175,5,Brazil (1985)
667,238,3,Raising Arizona (1987)
907,686,4,"Perfect World, A (1993)"
475,269,4,"Full Monty, The (1997)"
7,636,4,Escape from New York (1981)
11,39,3,Strange Days (1995)
757,156,3,Reservoir Dogs (1992)
652,275,4,Sense and Sensibility (1995)
177,154,4,Monty Python's Life of Brian (1979)
505,50,3,Star Wars (1977)
207,188,3,Full Metal Jacket (1987)
509,705,4,Singin' in the Rain (1952)
450,484,3,"Maltese Falcon, The (1941)"
136,117,4,"Rock, The (1996)"
890,313,5,Titanic (1997)
537,549,2,Rob Roy (1995)
54,742,5,Ransom (1996)
496,426,3,"Transformers: The Movie, The (1986)"
270,268,5,Chasing Amy (1997)
804,120,3,Striptease (1996)
719,64,5,"Shawshank Redemption, The (1994)"
577,427,4,To Kill a Mockingbird (1962)
186,159,5,Basic Instinct (1992)
264,504,5,Bonnie and Clyde (1967)
148,1149,5,Walkabout (1971)
405,661,3,High Noon (1952)
854,476,3,"First Wives Club, The (1996)"
45,596,3,"Hunchback of Notre Dame, The (1996)"
826,748,4,"Saint, The (1997)"
875,22,3,Braveheart (1995)
798,2,4,GoldenEye (1995)
620,78,4,Free Willy (1993)
70,472,3,Dragonheart (1996)
102,217,2,Bram Stoker's Dracula (1992)
370,176,4,Aliens (1986)
846,194,4,"Sting, The (1973)"
290,625,4,"Sword in the Stone, The (1963)"
222,357,4,One Flew Over the Cuckoo's Nest (1975)
585,509,4,My Left Foot (1989)
493,959,2,Dazed and Confused (1993)
254,240,1,Beavis and Butt-head Do America (1996)
160,150,4,Swingers (1996)
606,210,3,Indiana Jones and the Last Crusade (1989)
405,1425,1,I'll Do Anything (1994)
343,568,1,Speed (1994)
595,460,4,"Crossing Guard, The (1995)"
919,257,4,Men in Black (1997)
786,416,4,Old Yeller (1957)
601,671,4,Bride of Frankenstein (1935)
942,135,3,2001: A Space Odyssey (1968)
695,748,1,"Saint, The (1997)"
650,735,3,Philadelphia (1993)
648,112,2,Flipper (1996)
170,348,3,Desperate Measures (1998)
838,283,5,Emma (1996)
334,22,4,Braveheart (1995)
429,32,4,Crumb (1994)
87,491,5,"Adventures of Robin Hood, The (1938)"
189,56,5,Pulp Fiction (1994)
250,270,4,Gattaca (1997)
327,249,2,Austin Powers: International Man of Mystery (1997)
49,959,2,Dazed and Confused (1993)
567,491,3,"Adventures of Robin Hood, The (1938)"
747,845,2,That Thing You Do! (1996)
497,1555,2,"Secret Adventures of Tom Thumb, The (1993)"
730,332,3,Kiss the Girls (1997)
380,118,2,Twister (1996)
541,181,5,Return of the Jedi (1983)
493,1126,2,"Old Man and the Sea, The (1958)"
622,117,4,"Rock, The (1996)"
830,195,3,"Terminator, The (1984)"
292,252,3,"Lost World: Jurassic Park, The (1997)"
698,428,1,Harold and Maude (1971)
394,96,5,Terminator 2: Judgment Day (1991)
763,13,3,Mighty Aphrodite (1995)
308,95,4,Aladdin (1992)
475,539,3,Mouse Hunt (1997)
336,763,3,Happy Gilmore (1996)
162,597,4,Eraser (1996)
425,1595,2,Shopping (1994)
109,1,4,Toy Story (1995)
70,1,4,Toy Story (1995)
880,1296,3,Indian Summer (1996)
154,197,5,"Graduate, The (1967)"
907,237,5,Jerry Maguire (1996)
267,3,4,Four Rooms (1995)
734,83,4,Much Ado About Nothing (1993)
489,243,4,Jungle2Jungle (1997)
295,56,4,Pulp Fiction (1994)
151,662,4,Somewhere in Time (1980)
267,81,4,"Hudsucker Proxy, The (1994)"
527,431,3,Highlander (1986)
757,568,4,Speed (1994)
97,175,5,Brazil (1985)
684,386,3,Addams Family Values (1993)
846,393,3,Mrs. Doubtfire (1993)
653,81,1,"Hudsucker Proxy, The (1994)"
178,540,3,Money Train (1995)
292,607,4,Rebecca (1940)
125,73,5,Maverick (1994)
435,67,4,Ace Ventura: Pet Detective (1994)
233,506,5,Rebel Without a Cause (1955)
405,140,3,Homeward Bound: The Incredible Journey (1993)
59,240,2,Beavis and Butt-head Do America (1996)
1,195,5,"Terminator, The (1984)"
426,178,4,12 Angry Men (1957)
307,419,4,Mary Poppins (1964)
809,748,3,"Saint, The (1997)"
234,785,3,Only You (1994)
669,290,2,Fierce Creatures (1997)
780,172,5,"Empire Strikes Back, The (1980)"
13,683,1,Rocket Man (1997)
455,58,3,Quiz Show (1994)
92,252,4,"Lost World: Jurassic Park, The (1997)"
71,135,4,2001: A Space Odyssey (1968)
280,54,2,Outbreak (1995)
58,11,5,Seven (Se7en) (1995)
883,190,4,Henry V (1989)
524,451,3,Grease (1978)
334,244,3,Smilla's Sense of Snow (1997)
560,168,4,Monty Python and the Holy Grail (1974)
13,308,3,FairyTale: A True Story (1997)
352,129,5,Bound (1996)
83,70,4,Four Weddings and a Funeral (1994)
342,1016,1,Con Air (1997)
1,16,5,French Twist (Gazon maudit) (1995)
826,820,3,Space Jam (1996)
450,1479,3,Reckless (1995)
435,196,4,Dead Poets Society (1989)
568,612,3,Lost Horizon (1937)
687,321,4,Mother (1996)
32,591,3,Primal Fear (1996)
285,270,4,Gattaca (1997)
703,118,5,Twister (1996)
843,127,2,"Godfather, The (1972)"
399,1170,3,Spanking the Monkey (1994)
297,230,2,Star Trek IV: The Voyage Home (1986)
144,960,2,Naked (1993)
416,329,3,Desperate Measures (1998)
638,121,4,Independence Day (ID4) (1996)
869,298,3,Face/Off (1997)
203,50,5,Star Wars (1977)
881,215,3,Field of Dreams (1989)
330,257,5,Men in Black (1997)
243,387,4,"Age of Innocence, The (1993)"
466,308,1,FairyTale: A True Story (1997)
537,558,4,Heavenly Creatures (1994)
933,866,2,Michael (1996)
354,20,5,Angels and Insects (1995)
73,286,4,"English Patient, The (1996)"
551,1169,4,Fresh (1994)
371,183,5,Alien (1979)
294,346,3,Jackie Brown (1997)
224,1053,3,Now and Then (1995)
52,1009,5,Stealing Beauty (1996)
380,527,4,Gandhi (1982)
846,176,4,Aliens (1986)
885,65,2,What's Eating Gilbert Grape (1993)
114,135,4,2001: A Space Odyssey (1968)
